citizenship,date,encounter_count,country_of_entry
BELARUS,2024-04-01,0,MEXICO
BOSNIA & HERZEGOVINA,2024-04-01,0,MEXICO
CZECHIA,2024-04-01,1,MEXICO
DENMARK,2024-04-01,2,MEXICO
SLOVAKIA,2024-04-01,0,MEXICO
SLOVENIA,2024-04-01,0,MEXICO
SPAIN,2024-04-01,9,MEXICO
FINLAND,2024-04-01,0,MEXICO
FRANCE,2024-04-01,2,MEXICO
GREECE,2024-04-01,0,MEXICO
HUNGARY,2024-04-01,1,MEXICO
ITALY,2024-04-01,4,MEXICO
LATVIA,2024-04-01,1,MEXICO
MALTA,2024-04-01,0,MEXICO
MOLDOVA,2024-04-01,0,MEXICO
NETHERLANDS,2024-04-01,1,MEXICO
POLAND,2024-04-01,0,MEXICO
PORTUGAL,2024-04-01,0,MEXICO
UNITED KINGDOM,2024-04-01,4,MEXICO
ROMANIA,2024-04-01,3,MEXICO
RUSSIA,2024-04-01,17,MEXICO
SERBIA,2024-04-01,0,MEXICO
SWEDEN,2024-04-01,0,MEXICO
UKRAINE,2024-04-01,2,MEXICO
AFGHANISTAN,2024-04-01,147,MEXICO
SAUDI ARABIA,2024-04-01,8,MEXICO
ARMENIA,2024-04-01,5,MEXICO
AZERBAIJAN,2024-04-01,8,MEXICO
BANGLADESH,2024-04-01,184,MEXICO
CAMBODIA,2024-04-01,0,MEXICO
CHINA,2024-04-01,1095,MEXICO
NA,2024-04-01,2,MEXICO
SOUTH KOREA,2024-04-01,1,MEXICO
PHILIPPINES,2024-04-01,11,MEXICO
GEORGIA,2024-04-01,36,MEXICO
INDIA,2024-04-01,1386,MEXICO
INDONESIA,2024-04-01,0,MEXICO
IRAQ,2024-04-01,2,MEXICO
IRAN,2024-04-01,60,MEXICO
ISRAEL,2024-04-01,0,MEXICO
JAPAN,2024-04-01,2,MEXICO
JORDAN,2024-04-01,223,MEXICO
KAZAKHSTAN,2024-04-01,49,MEXICO
KYRGYZSTAN,2024-04-01,89,MEXICO
LEBANON,2024-04-01,7,MEXICO
MALAYSIA,2024-04-01,0,MEXICO
MYANMAR (BURMA),2024-04-01,0,MEXICO
MONGOLIA,2024-04-01,5,MEXICO
NEPAL,2024-04-01,145,MEXICO
PAKISTAN,2024-04-01,32,MEXICO
PALESTINIAN TERRITORIES,2024-04-01,0,MEXICO
SINGAPORE,2024-04-01,0,MEXICO
SYRIA,2024-04-01,21,MEXICO
SRI LANKA,2024-04-01,2,MEXICO
THAILAND,2024-04-01,0,MEXICO
TAIWAN,2024-04-01,0,MEXICO
TAJIKISTAN,2024-04-01,18,MEXICO
TURKMENISTAN,2024-04-01,1,MEXICO
TURKEY,2024-04-01,224,MEXICO
UZBEKISTAN,2024-04-01,238,MEXICO
VIETNAM,2024-04-01,67,MEXICO
YEMEN,2024-04-01,7,MEXICO
AUSTRALIA,2024-04-01,2,MEXICO
OTHER,2024-04-01,0,MEXICO
NEW ZEALAND,2024-04-01,0,MEXICO
TONGA,2024-04-01,0,MEXICO
VANUATU,2024-04-01,0,MEXICO
ANGOLA,2024-04-01,472,MEXICO
ALGERIA,2024-04-01,1,MEXICO
BENIN,2024-04-01,16,MEXICO
BURKINA FASO,2024-04-01,29,MEXICO
BURUNDI,2024-04-01,2,MEXICO
CAPE VERDE,2024-04-01,0,MEXICO
CAMEROON,2024-04-01,109,MEXICO
CHAD,2024-04-01,80,MEXICO
COMOROS,2024-04-01,0,MEXICO
CONGO - KINSHASA,2024-04-01,146,MEXICO
CÔTE D’IVOIRE,2024-04-01,3,MEXICO
DJIBOUTI,2024-04-01,7,MEXICO
EGYPT,2024-04-01,61,MEXICO
ERITREA,2024-04-01,74,MEXICO
ETHIOPIA,2024-04-01,73,MEXICO
GABON,2024-04-01,0,MEXICO
GAMBIA,2024-04-01,12,MEXICO
GHANA,2024-04-01,339,MEXICO
GUINEA,2024-04-01,805,MEXICO
GUINEA-BISSAU,2024-04-01,0,MEXICO
EQUATORIAL GUINEA,2024-04-01,4,MEXICO
KENYA,2024-04-01,1,MEXICO
LIBERIA,2024-04-01,1,MEXICO
LIBYA,2024-04-01,5,MEXICO
MADAGASCAR,2024-04-01,0,MEXICO
MALI,2024-04-01,4,MEXICO
MOROCCO,2024-04-01,62,MEXICO
MAURITANIA,2024-04-01,868,MEXICO
MOZAMBIQUE,2024-04-01,0,MEXICO
NAMIBIA,2024-04-01,0,MEXICO
NIGER,2024-04-01,1,MEXICO
NIGERIA,2024-04-01,87,MEXICO
RWANDA,2024-04-01,3,MEXICO
SENEGAL,2024-04-01,715,MEXICO
SIERRA LEONE,2024-04-01,18,MEXICO
SOMALIA,2024-04-01,70,MEXICO
SOUTH AFRICA,2024-04-01,8,MEXICO
SUDAN,2024-04-01,10,MEXICO
TANZANIA,2024-04-01,1,MEXICO
TOGO,2024-04-01,141,MEXICO
TUNISIA,2024-04-01,0,MEXICO
UGANDA,2024-04-01,5,MEXICO
ZAMBIA,2024-04-01,0,MEXICO
ZIMBABWE,2024-04-01,2,MEXICO
STATELESS,2024-04-01,4,MEXICO
CANADA,2024-03-01,3,MEXICO
UNITED STATES,2024-03-01,163,MEXICO
BELIZE,2024-03-01,505,MEXICO
COSTA RICA,2024-03-01,526,MEXICO
EL SALVADOR,2024-03-01,5827,MEXICO
GUATEMALA,2024-03-01,8618,MEXICO
HONDURAS,2024-03-01,11209,MEXICO
NICARAGUA,2024-03-01,4435,MEXICO
PANAMA,2024-03-01,651,MEXICO
BAHAMAS,2024-03-01,0,MEXICO
CUBA,2024-03-01,3057,MEXICO
DOMINICAN REPUBLIC,2024-03-01,2728,MEXICO
HAITI,2024-03-01,5614,MEXICO
JAMAICA,2024-03-01,292,MEXICO
TRINIDAD & TOBAGO,2024-03-01,1,MEXICO
ARGENTINA,2024-03-01,76,MEXICO
BOLIVIA,2024-03-01,1123,MEXICO
BRAZIL,2024-03-01,2246,MEXICO
CHILE,2024-03-01,972,MEXICO
COLOMBIA,2024-03-01,8392,MEXICO
ECUADOR,2024-03-01,13644,MEXICO
FRENCH GUIANA,2024-03-01,5,MEXICO
GUYANA,2024-03-01,36,MEXICO
PARAGUAY,2024-03-01,666,MEXICO
PERU,2024-03-01,3295,MEXICO
SURINAME,2024-03-01,1,MEXICO
URUGUAY,2024-03-01,290,MEXICO
VENEZUELA,2024-03-01,33042,MEXICO
ALBANIA,2024-03-01,0,MEXICO
GERMANY,2024-03-01,0,MEXICO
ANDORRA,2024-03-01,0,MEXICO
AUSTRIA,2024-03-01,1,MEXICO
BELGIUM,2024-03-01,1,MEXICO
BELARUS,2024-03-01,0,MEXICO
BOSNIA & HERZEGOVINA,2024-03-01,0,MEXICO
CZECHIA,2024-03-01,0,MEXICO
DENMARK,2024-03-01,0,MEXICO
SLOVAKIA,2024-03-01,0,MEXICO
SLOVENIA,2024-03-01,1,MEXICO
SPAIN,2024-03-01,2,MEXICO
FINLAND,2024-03-01,4,MEXICO
FRANCE,2024-03-01,7,MEXICO
GREECE,2024-03-01,0,MEXICO
HUNGARY,2024-03-01,0,MEXICO
ITALY,2024-03-01,1,MEXICO
LATVIA,2024-03-01,1,MEXICO
MALTA,2024-03-01,0,MEXICO
MOLDOVA,2024-03-01,2,MEXICO
NETHERLANDS,2024-03-01,2,MEXICO
POLAND,2024-03-01,0,MEXICO
PORTUGAL,2024-03-01,0,MEXICO
UNITED KINGDOM,2024-03-01,2,MEXICO
ROMANIA,2024-03-01,19,MEXICO
RUSSIA,2024-03-01,54,MEXICO
SERBIA,2024-03-01,1,MEXICO
SWEDEN,2024-03-01,0,MEXICO
UKRAINE,2024-03-01,1,MEXICO
AFGHANISTAN,2024-03-01,376,MEXICO
SAUDI ARABIA,2024-03-01,0,MEXICO
ARMENIA,2024-03-01,14,MEXICO
AZERBAIJAN,2024-03-01,58,MEXICO
BANGLADESH,2024-03-01,275,MEXICO
CAMBODIA,2024-03-01,0,MEXICO
CHINA,2024-03-01,1877,MEXICO
NA,2024-03-01,16,MEXICO
SOUTH KOREA,2024-03-01,1,MEXICO
PHILIPPINES,2024-03-01,6,MEXICO
GEORGIA,2024-03-01,82,MEXICO
INDIA,2024-03-01,1544,MEXICO
INDONESIA,2024-03-01,3,MEXICO
IRAQ,2024-03-01,1,MEXICO
IRAN,2024-03-01,32,MEXICO
ISRAEL,2024-03-01,0,MEXICO
JAPAN,2024-03-01,6,MEXICO
JORDAN,2024-03-01,36,MEXICO
KAZAKHSTAN,2024-03-01,105,MEXICO
KYRGYZSTAN,2024-03-01,141,MEXICO
LEBANON,2024-03-01,6,MEXICO
MALAYSIA,2024-03-01,0,MEXICO
MYANMAR (BURMA),2024-03-01,0,MEXICO
MONGOLIA,2024-03-01,0,MEXICO
NEPAL,2024-03-01,109,MEXICO
PAKISTAN,2024-03-01,65,MEXICO
PALESTINIAN TERRITORIES,2024-03-01,0,MEXICO
SINGAPORE,2024-03-01,0,MEXICO
SYRIA,2024-03-01,48,MEXICO
SRI LANKA,2024-03-01,18,MEXICO
THAILAND,2024-03-01,1,MEXICO
TAIWAN,2024-03-01,0,MEXICO
TAJIKISTAN,2024-03-01,42,MEXICO
TURKMENISTAN,2024-03-01,0,MEXICO
TURKEY,2024-03-01,169,MEXICO
UZBEKISTAN,2024-03-01,242,MEXICO
VIETNAM,2024-03-01,62,MEXICO
YEMEN,2024-03-01,9,MEXICO
AUSTRALIA,2024-03-01,15,MEXICO
OTHER,2024-03-01,0,MEXICO
NEW ZEALAND,2024-03-01,0,MEXICO
TONGA,2024-03-01,0,MEXICO
VANUATU,2024-03-01,0,MEXICO
ANGOLA,2024-03-01,669,MEXICO
ALGERIA,2024-03-01,0,MEXICO
BENIN,2024-03-01,18,MEXICO
BURKINA FASO,2024-03-01,43,MEXICO
BURUNDI,2024-03-01,3,MEXICO
CAPE VERDE,2024-03-01,0,MEXICO
CAMEROON,2024-03-01,222,MEXICO
CHAD,2024-03-01,171,MEXICO
COMOROS,2024-03-01,0,MEXICO
CONGO - KINSHASA,2024-03-01,211,MEXICO
CÔTE D’IVOIRE,2024-03-01,7,MEXICO
DJIBOUTI,2024-03-01,10,MEXICO
EGYPT,2024-03-01,149,MEXICO
ERITREA,2024-03-01,90,MEXICO
ETHIOPIA,2024-03-01,101,MEXICO
GABON,2024-03-01,0,MEXICO
GAMBIA,2024-03-01,37,MEXICO
GHANA,2024-03-01,292,MEXICO
GUINEA,2024-03-01,695,MEXICO
GUINEA-BISSAU,2024-03-01,0,MEXICO
EQUATORIAL GUINEA,2024-03-01,2,MEXICO
KENYA,2024-03-01,0,MEXICO
LIBERIA,2024-03-01,2,MEXICO
LIBYA,2024-03-01,1,MEXICO
MADAGASCAR,2024-03-01,0,MEXICO
MALI,2024-03-01,37,MEXICO
MOROCCO,2024-03-01,97,MEXICO
MAURITANIA,2024-03-01,1145,MEXICO
MOZAMBIQUE,2024-03-01,2,MEXICO
NAMIBIA,2024-03-01,0,MEXICO
NIGER,2024-03-01,4,MEXICO
NIGERIA,2024-03-01,75,MEXICO
RWANDA,2024-03-01,10,MEXICO
SENEGAL,2024-03-01,534,MEXICO
SIERRA LEONE,2024-03-01,5,MEXICO
SOMALIA,2024-03-01,275,MEXICO
SOUTH AFRICA,2024-03-01,2,MEXICO
SUDAN,2024-03-01,85,MEXICO
TANZANIA,2024-03-01,3,MEXICO
TOGO,2024-03-01,107,MEXICO
TUNISIA,2024-03-01,4,MEXICO
UGANDA,2024-03-01,2,MEXICO
ZAMBIA,2024-03-01,0,MEXICO
ZIMBABWE,2024-03-01,2,MEXICO
STATELESS,2024-03-01,1,MEXICO
CANADA,2024-02-01,29,MEXICO
UNITED STATES,2024-02-01,210,MEXICO
BELIZE,2024-02-01,364,MEXICO
COSTA RICA,2024-02-01,588,MEXICO
EL SALVADOR,2024-02-01,5704,MEXICO
GUATEMALA,2024-02-01,12164,MEXICO
HONDURAS,2024-02-01,10902,MEXICO
NICARAGUA,2024-02-01,7098,MEXICO
PANAMA,2024-02-01,618,MEXICO
BAHAMAS,2024-02-01,0,MEXICO
CUBA,2024-02-01,3273,MEXICO
DOMINICAN REPUBLIC,2024-02-01,1991,MEXICO
HAITI,2024-02-01,4918,MEXICO
JAMAICA,2024-02-01,194,MEXICO
TRINIDAD & TOBAGO,2024-02-01,6,MEXICO
ARGENTINA,2024-02-01,63,MEXICO
BOLIVIA,2024-02-01,730,MEXICO
BRAZIL,2024-02-01,1691,MEXICO
CHILE,2024-02-01,766,MEXICO
COLOMBIA,2024-02-01,7779,MEXICO
ECUADOR,2024-02-01,11516,MEXICO
FRENCH GUIANA,2024-02-01,18,MEXICO
GUYANA,2024-02-01,58,MEXICO
PARAGUAY,2024-02-01,237,MEXICO
PERU,2024-02-01,2805,MEXICO
SURINAME,2024-02-01,1,MEXICO
URUGUAY,2024-02-01,312,MEXICO
VENEZUELA,2024-02-01,33276,MEXICO
ALBANIA,2024-02-01,19,MEXICO
GERMANY,2024-02-01,6,MEXICO
ANDORRA,2024-02-01,0,MEXICO
AUSTRIA,2024-02-01,4,MEXICO
BELGIUM,2024-02-01,0,MEXICO
BELARUS,2024-02-01,4,MEXICO
BOSNIA & HERZEGOVINA,2024-02-01,2,MEXICO
CZECHIA,2024-02-01,0,MEXICO
DENMARK,2024-02-01,0,MEXICO
SLOVAKIA,2024-02-01,0,MEXICO
SLOVENIA,2024-02-01,0,MEXICO
SPAIN,2024-02-01,0,MEXICO
FINLAND,2024-02-01,0,MEXICO
FRANCE,2024-02-01,6,MEXICO
GREECE,2024-02-01,0,MEXICO
HUNGARY,2024-02-01,0,MEXICO
ITALY,2024-02-01,1,MEXICO
LATVIA,2024-02-01,0,MEXICO
MALTA,2024-02-01,0,MEXICO
MOLDOVA,2024-02-01,1,MEXICO
NETHERLANDS,2024-02-01,0,MEXICO
POLAND,2024-02-01,1,MEXICO
PORTUGAL,2024-02-01,1,MEXICO
UNITED KINGDOM,2024-02-01,1,MEXICO
ROMANIA,2024-02-01,35,MEXICO
RUSSIA,2024-02-01,30,MEXICO
SERBIA,2024-02-01,0,MEXICO
SWEDEN,2024-02-01,0,MEXICO
UKRAINE,2024-02-01,0,MEXICO
AFGHANISTAN,2024-02-01,329,MEXICO
SAUDI ARABIA,2024-02-01,0,MEXICO
ARMENIA,2024-02-01,3,MEXICO
AZERBAIJAN,2024-02-01,41,MEXICO
BANGLADESH,2024-02-01,279,MEXICO
CAMBODIA,2024-02-01,0,MEXICO
CHINA,2024-02-01,1400,MEXICO
NA,2024-02-01,34,MEXICO
SOUTH KOREA,2024-02-01,2,MEXICO
PHILIPPINES,2024-02-01,8,MEXICO
GEORGIA,2024-02-01,55,MEXICO
INDIA,2024-02-01,1291,MEXICO
INDONESIA,2024-02-01,5,MEXICO
IRAQ,2024-02-01,0,MEXICO
IRAN,2024-02-01,49,MEXICO
ISRAEL,2024-02-01,1,MEXICO
JAPAN,2024-02-01,14,MEXICO
JORDAN,2024-02-01,53,MEXICO
KAZAKHSTAN,2024-02-01,165,MEXICO
KYRGYZSTAN,2024-02-01,123,MEXICO
LEBANON,2024-02-01,15,MEXICO
MALAYSIA,2024-02-01,0,MEXICO
MYANMAR (BURMA),2024-02-01,5,MEXICO
MONGOLIA,2024-02-01,0,MEXICO
NEPAL,2024-02-01,196,MEXICO
PAKISTAN,2024-02-01,67,MEXICO
PALESTINIAN TERRITORIES,2024-02-01,1,MEXICO
SINGAPORE,2024-02-01,0,MEXICO
SYRIA,2024-02-01,19,MEXICO
SRI LANKA,2024-02-01,10,MEXICO
THAILAND,2024-02-01,0,MEXICO
TAIWAN,2024-02-01,0,MEXICO
TAJIKISTAN,2024-02-01,89,MEXICO
TURKMENISTAN,2024-02-01,0,MEXICO
TURKEY,2024-02-01,126,MEXICO
UZBEKISTAN,2024-02-01,270,MEXICO
VIETNAM,2024-02-01,89,MEXICO
YEMEN,2024-02-01,2,MEXICO
AUSTRALIA,2024-02-01,24,MEXICO
OTHER,2024-02-01,0,MEXICO
NEW ZEALAND,2024-02-01,0,MEXICO
TONGA,2024-02-01,0,MEXICO
VANUATU,2024-02-01,0,MEXICO
ANGOLA,2024-02-01,474,MEXICO
ALGERIA,2024-02-01,4,MEXICO
BENIN,2024-02-01,56,MEXICO
BURKINA FASO,2024-02-01,63,MEXICO
BURUNDI,2024-02-01,0,MEXICO
CAPE VERDE,2024-02-01,0,MEXICO
CAMEROON,2024-02-01,240,MEXICO
CHAD,2024-02-01,70,MEXICO
COMOROS,2024-02-01,0,MEXICO
CONGO - KINSHASA,2024-02-01,155,MEXICO
CÔTE D’IVOIRE,2024-02-01,3,MEXICO
DJIBOUTI,2024-02-01,20,MEXICO
EGYPT,2024-02-01,134,MEXICO
ERITREA,2024-02-01,38,MEXICO
ETHIOPIA,2024-02-01,107,MEXICO
GABON,2024-02-01,1,MEXICO
GAMBIA,2024-02-01,84,MEXICO
GHANA,2024-02-01,664,MEXICO
GUINEA,2024-02-01,1548,MEXICO
GUINEA-BISSAU,2024-02-01,0,MEXICO
EQUATORIAL GUINEA,2024-02-01,9,MEXICO
KENYA,2024-02-01,10,MEXICO
LIBERIA,2024-02-01,8,MEXICO
LIBYA,2024-02-01,6,MEXICO
MADAGASCAR,2024-02-01,0,MEXICO
MALI,2024-02-01,95,MEXICO
MOROCCO,2024-02-01,126,MEXICO
MAURITANIA,2024-02-01,451,MEXICO
MOZAMBIQUE,2024-02-01,3,MEXICO
NAMIBIA,2024-02-01,0,MEXICO
NIGER,2024-02-01,0,MEXICO
NIGERIA,2024-02-01,219,MEXICO
RWANDA,2024-02-01,80,MEXICO
SENEGAL,2024-02-01,1696,MEXICO
SIERRA LEONE,2024-02-01,7,MEXICO
SOMALIA,2024-02-01,204,MEXICO
SOUTH AFRICA,2024-02-01,10,MEXICO
SUDAN,2024-02-01,26,MEXICO
TANZANIA,2024-02-01,2,MEXICO
TOGO,2024-02-01,79,MEXICO
TUNISIA,2024-02-01,1,MEXICO
UGANDA,2024-02-01,6,MEXICO
ZAMBIA,2024-02-01,1,MEXICO
ZIMBABWE,2024-02-01,6,MEXICO
STATELESS,2024-02-01,0,MEXICO
CANADA,2024-01-01,0,MEXICO
UNITED STATES,2024-01-01,107,MEXICO
BELIZE,2024-01-01,336,MEXICO
COSTA RICA,2024-01-01,332,MEXICO
EL SALVADOR,2024-01-01,5870,MEXICO
GUATEMALA,2024-01-01,15587,MEXICO
HONDURAS,2024-01-01,14335,MEXICO
NICARAGUA,2024-01-01,6698,MEXICO
PANAMA,2024-01-01,439,MEXICO
BAHAMAS,2024-01-01,0,MEXICO
CUBA,2024-01-01,3785,MEXICO
DOMINICAN REPUBLIC,2024-01-01,2772,MEXICO
HAITI,2024-01-01,5821,MEXICO
JAMAICA,2024-01-01,277,MEXICO
TRINIDAD & TOBAGO,2024-01-01,45,MEXICO
ARGENTINA,2024-01-01,93,MEXICO
BOLIVIA,2024-01-01,354,MEXICO
BRAZIL,2024-01-01,1576,MEXICO
CHILE,2024-01-01,390,MEXICO
COLOMBIA,2024-01-01,5052,MEXICO
ECUADOR,2024-01-01,10633,MEXICO
FRENCH GUIANA,2024-01-01,3,MEXICO
GUYANA,2024-01-01,64,MEXICO
PARAGUAY,2024-01-01,99,MEXICO
PERU,2024-01-01,1654,MEXICO
SURINAME,2024-01-01,2,MEXICO
URUGUAY,2024-01-01,184,MEXICO
VENEZUELA,2024-01-01,20111,MEXICO
ALBANIA,2024-01-01,4,MEXICO
GERMANY,2024-01-01,0,MEXICO
ANDORRA,2024-01-01,0,MEXICO
AUSTRIA,2024-01-01,0,MEXICO
BELGIUM,2024-01-01,0,MEXICO
BELARUS,2024-01-01,10,MEXICO
BOSNIA & HERZEGOVINA,2024-01-01,0,MEXICO
CZECHIA,2024-01-01,0,MEXICO
DENMARK,2024-01-01,0,MEXICO
SLOVAKIA,2024-01-01,0,MEXICO
SLOVENIA,2024-01-01,0,MEXICO
SPAIN,2024-01-01,5,MEXICO
FINLAND,2024-01-01,0,MEXICO
FRANCE,2024-01-01,2,MEXICO
GREECE,2024-01-01,0,MEXICO
HUNGARY,2024-01-01,1,MEXICO
ITALY,2024-01-01,1,MEXICO
LATVIA,2024-01-01,0,MEXICO
MALTA,2024-01-01,0,MEXICO
MOLDOVA,2024-01-01,1,MEXICO
NETHERLANDS,2024-01-01,1,MEXICO
POLAND,2024-01-01,0,MEXICO
PORTUGAL,2024-01-01,1,MEXICO
UNITED KINGDOM,2024-01-01,3,MEXICO
ROMANIA,2024-01-01,28,MEXICO
RUSSIA,2024-01-01,81,MEXICO
SERBIA,2024-01-01,2,MEXICO
SWEDEN,2024-01-01,1,MEXICO
UKRAINE,2024-01-01,0,MEXICO
AFGHANISTAN,2024-01-01,464,MEXICO
SAUDI ARABIA,2024-01-01,10,MEXICO
ARMENIA,2024-01-01,15,MEXICO
AZERBAIJAN,2024-01-01,57,MEXICO
BANGLADESH,2024-01-01,341,MEXICO
CAMBODIA,2024-01-01,0,MEXICO
CHINA,2024-01-01,1733,MEXICO
NA,2024-01-01,3,MEXICO
SOUTH KOREA,2024-01-01,5,MEXICO
PHILIPPINES,2024-01-01,4,MEXICO
GEORGIA,2024-01-01,95,MEXICO
INDIA,2024-01-01,2031,MEXICO
INDONESIA,2024-01-01,1,MEXICO
IRAQ,2024-01-01,8,MEXICO
IRAN,2024-01-01,42,MEXICO
ISRAEL,2024-01-01,0,MEXICO
JAPAN,2024-01-01,13,MEXICO
JORDAN,2024-01-01,11,MEXICO
KAZAKHSTAN,2024-01-01,159,MEXICO
KYRGYZSTAN,2024-01-01,137,MEXICO
LEBANON,2024-01-01,4,MEXICO
MALAYSIA,2024-01-01,3,MEXICO
MYANMAR (BURMA),2024-01-01,0,MEXICO
MONGOLIA,2024-01-01,0,MEXICO
NEPAL,2024-01-01,265,MEXICO
PAKISTAN,2024-01-01,61,MEXICO
PALESTINIAN TERRITORIES,2024-01-01,0,MEXICO
SINGAPORE,2024-01-01,1,MEXICO
SYRIA,2024-01-01,24,MEXICO
SRI LANKA,2024-01-01,37,MEXICO
THAILAND,2024-01-01,0,MEXICO
TAIWAN,2024-01-01,0,MEXICO
TAJIKISTAN,2024-01-01,89,MEXICO
TURKMENISTAN,2024-01-01,0,MEXICO
TURKEY,2024-01-01,175,MEXICO
UZBEKISTAN,2024-01-01,542,MEXICO
VIETNAM,2024-01-01,202,MEXICO
YEMEN,2024-01-01,9,MEXICO
AUSTRALIA,2024-01-01,1,MEXICO
OTHER,2024-01-01,0,MEXICO
NEW ZEALAND,2024-01-01,2,MEXICO
TONGA,2024-01-01,0,MEXICO
VANUATU,2024-01-01,0,MEXICO
ANGOLA,2024-01-01,398,MEXICO
ALGERIA,2024-01-01,3,MEXICO
BENIN,2024-01-01,42,MEXICO
BURKINA FASO,2024-01-01,89,MEXICO
BURUNDI,2024-01-01,0,MEXICO
CAPE VERDE,2024-01-01,1,MEXICO
CAMEROON,2024-01-01,287,MEXICO
CHAD,2024-01-01,195,MEXICO
COMOROS,2024-01-01,0,MEXICO
CONGO - KINSHASA,2024-01-01,141,MEXICO
CÔTE D’IVOIRE,2024-01-01,17,MEXICO
DJIBOUTI,2024-01-01,30,MEXICO
EGYPT,2024-01-01,131,MEXICO
ERITREA,2024-01-01,122,MEXICO
ETHIOPIA,2024-01-01,164,MEXICO
GABON,2024-01-01,0,MEXICO
GAMBIA,2024-01-01,33,MEXICO
GHANA,2024-01-01,326,MEXICO
GUINEA,2024-01-01,3267,MEXICO
GUINEA-BISSAU,2024-01-01,3,MEXICO
EQUATORIAL GUINEA,2024-01-01,21,MEXICO
KENYA,2024-01-01,4,MEXICO
LIBERIA,2024-01-01,2,MEXICO
LIBYA,2024-01-01,1,MEXICO
MADAGASCAR,2024-01-01,2,MEXICO
MALI,2024-01-01,44,MEXICO
MOROCCO,2024-01-01,80,MEXICO
MAURITANIA,2024-01-01,1015,MEXICO
MOZAMBIQUE,2024-01-01,8,MEXICO
NAMIBIA,2024-01-01,0,MEXICO
NIGER,2024-01-01,2,MEXICO
NIGERIA,2024-01-01,176,MEXICO
RWANDA,2024-01-01,12,MEXICO
SENEGAL,2024-01-01,3475,MEXICO
SIERRA LEONE,2024-01-01,19,MEXICO
SOMALIA,2024-01-01,265,MEXICO
SOUTH AFRICA,2024-01-01,8,MEXICO
SUDAN,2024-01-01,75,MEXICO
TANZANIA,2024-01-01,6,MEXICO
TOGO,2024-01-01,64,MEXICO
TUNISIA,2024-01-01,1,MEXICO
UGANDA,2024-01-01,3,MEXICO
ZAMBIA,2024-01-01,4,MEXICO
ZIMBABWE,2024-01-01,0,MEXICO
STATELESS,2024-01-01,2,MEXICO
CANADA,2023-12-01,2,MEXICO
UNITED STATES,2023-12-01,68,MEXICO
BELIZE,2023-12-01,155,MEXICO
COSTA RICA,2023-12-01,37,MEXICO
EL SALVADOR,2023-12-01,3180,MEXICO
GUATEMALA,2023-12-01,9060,MEXICO
HONDURAS,2023-12-01,12856,MEXICO
NICARAGUA,2023-12-01,4334,MEXICO
PANAMA,2023-12-01,63,MEXICO
ANTIGUA & BARBUDA,2023-12-01,0,MEXICO
BAHAMAS,2023-12-01,0,MEXICO
CUBA,2023-12-01,2932,MEXICO
DOMINICAN REPUBLIC,2023-12-01,1092,MEXICO
GRENADA,2023-12-01,0,MEXICO
HAITI,2023-12-01,3371,MEXICO
JAMAICA,2023-12-01,86,MEXICO
MARTINIQUE,2023-12-01,0,MEXICO
TRINIDAD & TOBAGO,2023-12-01,3,MEXICO
ARGENTINA,2023-12-01,30,MEXICO
BOLIVIA,2023-12-01,66,MEXICO
BRAZIL,2023-12-01,1406,MEXICO
CHILE,2023-12-01,234,MEXICO
COLOMBIA,2023-12-01,3105,MEXICO
ECUADOR,2023-12-01,10294,MEXICO
FRENCH GUIANA,2023-12-01,0,MEXICO
GUYANA,2023-12-01,2,MEXICO
PARAGUAY,2023-12-01,2,MEXICO
PERU,2023-12-01,909,MEXICO
SURINAME,2023-12-01,3,MEXICO
URUGUAY,2023-12-01,3,MEXICO
VENEZUELA,2023-12-01,28132,MEXICO
ALBANIA,2023-12-01,0,MEXICO
GERMANY,2023-12-01,0,MEXICO
AUSTRIA,2023-12-01,0,MEXICO
BELGIUM,2023-12-01,0,MEXICO
BELARUS,2023-12-01,3,MEXICO
BULGARIA,2023-12-01,0,MEXICO
CZECHIA,2023-12-01,0,MEXICO
DENMARK,2023-12-01,0,MEXICO
SLOVAKIA,2023-12-01,0,MEXICO
SPAIN,2023-12-01,4,MEXICO
ESTONIA,2023-12-01,0,MEXICO
FINLAND,2023-12-01,0,MEXICO
FRANCE,2023-12-01,9,MEXICO
GREECE,2023-12-01,0,MEXICO
HUNGARY,2023-12-01,0,MEXICO
IRELAND,2023-12-01,0,MEXICO
ITALY,2023-12-01,3,MEXICO
KOSOVO,2023-12-01,1,MEXICO
LATVIA,2023-12-01,0,MEXICO
NORTH MACEDONIA,2023-12-01,0,MEXICO
MOLDOVA,2023-12-01,1,MEXICO
NORWAY,2023-12-01,0,MEXICO
NETHERLANDS,2023-12-01,4,MEXICO
POLAND,2023-12-01,0,MEXICO
PORTUGAL,2023-12-01,1,MEXICO
UNITED KINGDOM,2023-12-01,3,MEXICO
ROMANIA,2023-12-01,15,MEXICO
RUSSIA,2023-12-01,34,MEXICO
SERBIA,2023-12-01,1,MEXICO
SWEDEN,2023-12-01,1,MEXICO
SWITZERLAND,2023-12-01,0,MEXICO
UKRAINE,2023-12-01,1,MEXICO
AFGHANISTAN,2023-12-01,388,MEXICO
SAUDI ARABIA,2023-12-01,0,MEXICO
ARMENIA,2023-12-01,13,MEXICO
AZERBAIJAN,2023-12-01,26,MEXICO
BANGLADESH,2023-12-01,119,MEXICO
BHUTAN,2023-12-01,0,MEXICO
CHINA,2023-12-01,1906,MEXICO
